-5.9938,2.4175
-4.0734,-9.7984
-4.4361,-9.7477
6.7989,1.557
6.434,0.0935
-6.0392,1.7125
-3.1509,2.3359
-3.7478,-10.1429
7.2968,0.6865
-6.0322,1.7067
-0.8816,1.4905
6.871,2.6052
5.105,2.937
-6.5783,2.1066
-3.2436,-9.82
-4.7596,-8.5529
-1.8777,1.0888
6.2961,2.5551
-3.8255,-8.5535
7.0355,-0.5467
-4.2836,-9.6255
4.6646,1.0566
-3.2948,-8.9516
6.9271,-0.318
-2.6264,4.0373
7.3923,-0.6049
-1.4974,1.032
-5.8649,2.1555
-4.8159,-9.3993
7.0603,0.6116
6.8993,0.5412
-6.3315,2.3123
6.2434,0.1582
-5.5848,1.7581
-5.7835,2.0054
-1.6739,2.1024
6.8272,-0.0562
-5.3921,1.7727
-2.1215,1.2796
-2.223,2.1401
7.5678,-0.4368
7.0978,-0.0677
6.8292,-1.0875
-5.9892,1.9605
-6.5556,1.5724
-6.2407,1.9474
6.8356,1.9446
-3.5522,-10.2733
-3.9007,-8.9907
-5.5068,1.0833
-3.3432,-8.6795
-1.294,2.4006
-1.2855,2.2833
-5.4845,2.2653
-6.5042,-8.1272
6.8192,-0.5971
-4.1614,-8.3284
-6.2231,1.4758
-1.9706,4.6046
7.3693,0.5459
-0.2842,2.1199
-2.5098,-9.0271
-6.1974,1.568
5.9935,2.3974
-2.7043,3.6683
-5.6453,1.6306
-6.6313,1.9769
5.2491,1.8437
5.805,2.1169
6.8411,0.3563
5.685,1.6337
7.1161,-0.8518
-5.8147,2.1846
-2.7372,3.9196
7.0004,-0.6734
7.3182,0.3062
6.0038,-0.1112
-3.2569,-9.4206
-6.2556,1.8131
-1.3176,2.2435
-5.4125,-10.1806
4.92,1.981
-2.1798,2.7923
-5.8218,2.2561
-2.0015,0.9347
-2.4813,2.3574
-1.1248,-0.0205
-2.0774,2.5291
-3.1855,3.577
-0.4523,0.1397
7.6296,0.0295
-1.2831,2.5896
-6.4053,2.0825
7.1205,4.1247
6.4854,-0.0965
5.4631,0.7565
-5.6001,1.7738
-3.5594,-9.4288
-3.7319,-7.9373
-6.313,2.2839
-3.1823,1.9286
-4.4202,-8.2223
-5.5069,2.4971
-0.7136,1.3604
6.3397,1.8941
-5.5542,1.9019
5.4633,1.633
-1.0836,3.5361
-6.2785,2.1507
-6.6618,1.8037
-6.1306,2.7325
-5.7514,2.4293
-5.6892,2.6997
-6.5986,1.8099
6.7455,2.1915
6.0584,0.7251
-1.5223,1.6397
-2.0658,1.6494
-4.4607,-8.8394
5.4726,0.465
-0.0237,1.3296
-2.3878,1.466
-3.2291,-9.7684
6.485,2.3361
-4.5828,-8.7114
6.8415,0.3196
7.2286,-0.0665
-1.4034,1.5804
6.7294,3.2015
-3.7335,-9.891
-5.2997,2.07
5.7437,0.6193
-6.0841,1.483
-5.2475,-9.6734
-5.4802,1.9813
6.3192,1.3749
7.0995,0.663
-3.8321,-8.4395
7.125,1.5706
7.2403,0.8806
-4.189,-8.9282
6.4471,2.1275
-1.0454,1.6134
6.5608,-0.3092
-3.2512,2.6889
7.0813,0.4156
-5.5017,2.1829
6.8692,-0.0097
6.4487,-0.0442
6.8189,-0.0335
-3.9556,2.5409
7.5157,2.1357
4.4467,2.8732
-2.8451,1.2395
6.4901,3.4963
6.2148,0.9301
-6.1657,1.9245
-4.0085,-10.0576
6.6902,-0.1161
-5.4426,2.2021
-5.9,2.9343
-4.5453,-9.3815
-5.616,1.7338
6.3918,2.9757
-3.0474,-8.77
-5.1607,-10.429
-6.5037,1.9118
-2.8282,1.0438
6.7035,0.8435
-5.6983,1.9589
7.3102,-1.5711
6.9976,0.0685
-5.9733,1.9455
6.7806,-0.1292
-6.0141,1.7127
-1.167,3.3661
7.1076,1.0793
7.0243,-0.2462
-1.8102,0.89
3.8583,1.0306
5.1645,2.5323
6.4289,-0.6234
5.5055,2.6642
6.9066,0.2171
-1.6395,-8.6359
-6.4234,1.397
4.6428,1.1192
-4.3611,-8.931
-2.9832,-8.5545
6.8141,1.8419
-3.0384,-8.3782
-2.846,-7.9123
-2.612,0.9
-4.4901,-9.4158
-6.0583,2.518
6.0089,0.3723
6.817,-0.0129
-0.7232,0.5674
7.6215,0.7156
-4.4815,-8.9151
-2.1431,2.0582
-0.7796,1.475
6.0152,0.9178
-5.5093,2.4669
7.2552,0.3619
6.9207,2.26
-5.1889,-9.374
-6.1155,1.5642
-6.1525,2.4899
5.1987,2.5096
7.3594,1.5035
7.0842,1.4726
-2.5355,0.9258
-4.9411,-9.5512
7.2077,-0.0928
6.8758,1.2962
-1.7724,2.1802
-1.9877,1.5082
5.5296,1.6463
7.3246,-0.0326
4.7689,2.7203
-4.671,-10.3732
-4.8207,-10.5644
6.9161,0.8559
6.2781,2.8115
6.1391,1.584
-5.7722,1.9871
5.5052,2.8079
-6.5984,1.5373
-4.6739,-8.1423
-5.7649,1.9783
-3.4846,-9.0986
-5.9513,1.6862
-4.0639,-9.3358
5.5742,2.4197
-4.4691,-8.9233
-0.7195,2.1667
-1.9145,0.28
6.7011,0.1889
-5.2217,-8.8311
6.4639,-0.1762
7.0052,0.5675
-1.3469,1.0113
-4.0152,-8.8315
-3.8321,-8.5365
-2.1712,0.8201
-3.7357,2.4243
-2.9163,2.3479
-6.197,2.4117
5.8689,2.7096
6.2878,-0.7614
-5.8503,2.0296
-4.5055,-8.531
-2.4963,1.9634
5.443,2.4134
-2.9868,-7.7728
-3.6015,-9.0156
-7.3937,1.6442
6.7853,1.5902
6.53,-0.0775
-1.9592,2.1101
-1.9704,2.609
-5.6629,2.158
-1.9198,1.6992
-1.7212,3.2606
-6.6061,1.8666
7.1672,-0.1023
-1.6154,2.5091
8.5395,3.5989
4.1912,1.5136
7.4868,0.241
-0.8325,1.7252
4.3121,1.854
-5.9322,1.8022
-1.2885,1.8679
6.0575,0.8435
-6.6249,1.7055
-5.4565,2.7632
-3.3371,1.9475
-6.2559,2.0659
-3.3677,3.2168
5.4618,1.4552
6.2483,-0.2226
6.9305,0.3743
7.0973,0.1674
5.3476,2.2971
-3.2924,1.8773
-6.4153,1.2118
-0.8605,1.3327
-6.7755,2.157
-0.9007,1.3243
-5.6529,1.7205
-3.324,-8.0724
-3.3697,-8.2137
-2.3376,1.8904
6.0544,1.9955
-3.3704,-7.1775
-5.7592,1.66
6.6555,0.4679
5.0633,0.6148
5.9618,2.4552
-6.2108,2.1747
7.3521,0.2912
6.2517,0.089
6.9269,-0.3977
3.7366,2.3618
-6.124,2.0818
7.0878,-0.368
4.2352,0.8575
5.1462,1.7878
-1.8759,2.6895
-5.466,2.0129
-5.9995,1.8229
-1.9572,-8.206
-4.5596,-10.5127
6.9649,2.431
6.4734,0.1263
-2.1517,2.8277
5.5952,2.7266
-5.0552,-8.233
6.5225,-0.1385
-2.5251,4.8003
5.5392,0.7887
-2.6073,1.9395
-5.9443,1.6691
-5.3761,2.4593
-3.1147,-9.3813
-4.9139,-10.8405
-4.4689,-9.0662
4.0946,0.6092
7.8384,3.0775
-4.4165,-9.0178
-5.8041,1.0709
-2.7466,-8.7372
7.0552,0.5336
-6.184,2.487
6.616,0.3876
5.9254,-0.3871
6.6186,2.2263
5.4204,2.1701
-2.0763,2.0085
5.4913,2.1921
-2.6818,-9.5671
