0.6978,0.6478
1.7925,0.2248
1.0955,0.4071
-4.3362,1.6553
-0.6088,-0.0285
-2.6701,-0.6926
1.6088,1.8642
1.0157,0.9314
-3.3832,1.7231
-4.1898,0.078
0.991,0.932
0.0297,0.0525
-4.007,1.8666
-3.6956,1.3781
-0.9171,-0.0141
-0.1145,1.2296
0.95,1.9617
-3.4605,0.9087
-1.005,-0.1527
-1.1721,-0.4122
-0.5153,-0.2598
0.9116,1.6359
-4.0693,0.2645
-3.9684,2.3015
-3.848,1.0547
-0.2544,0.0096
1.0383,0.0356
-4.8365,0.6497
0.8284,1.8981
-1.1279,-0.2555
0.8395,0.1926
0.4983,1.3853
1.0277,0.425
1.5894,1.6225
-4.2802,-0.0306
1.5929,0.6917
1.9399,0.3706
-3.4336,0.1613
0.2064,0.731
0.6042,1.2844
3.0986,0.8143
0.0195,0.0057
-4.4227,0.1953
0.5249,0.135
-3.5642,0.5582
-0.8742,-0.1398
1.8098,0.462
3.3163,0.9509
-5.0906,0.6451
0.6226,1.642
0.8185,0.239
-3.3461,0.0259
-4.849,1.1986
-3.9394,1.9935
0.9056,1.1657
-4.4125,0.6861
-2.7247,0.947
-3.6462,1.2515
-4.0423,0.5023
-3.0602,0.482
-4.1458,2.1021
-4.113,2.2561
1.8986,1.3392
-3.9813,1.1284
1.8699,0.4711
0.2402,0.9631
0.4297,0.7216
0.936,0.7041
-3.3533,0.9072
-4.9224,1.3787
0.5388,0.008
-3.1962,0.3624
-1.2617,-0.3833
-3.6637,0.3223
-3.3986,0.4333
-2.9369,0.1802
0.341,1.3436
-3.0252,1.7263
0.5443,0.8495
-2.8886,0.5497
0.9515,0.5777
-3.6509,0.4834
1.5314,0.4768
1.355,0.7143
-0.6992,0.3499
-4.3362,0.6337
-3.8273,1.4256
1.3299,1.0005
2.2721,0.3183
0.8003,0.8776
-0.6167,-0.0817
1.3642,0.3478
-3.8006,0.7834
-4.0434,1.8814
1.2256,0.4518
-0.1997,0.0217
1.1637,0.1005
-4.5447,2.2157
0.0628,1.6037
-4.2385,0.1158
-4.5409,1.6174
-5.9442,1.8062
1.6471,0.4533
-3.9309,1.138
2.0782,0.8774
0.44,0.9793
-3.6085,0.2554
0.7666,0.356
-4.2492,2.7782
0.8841,0.1763
-2.0212,-0.5503
-3.4805,-0.922
2.8188,0.7939
1.0572,2.4024
-4.3702,1.1216
0.4679,1.527
1.9327,0.4684
0.5161,0.3039
1.0913,0.7755
1.4506,0.4605
2.401,0.4713
-4.5661,0.2271
0.5337,0.82
0.0064,-0.0683
2.4979,0.4345
-0.2889,0.3801
-2.9967,1.2929
-4.6082,1.4595
0.5642,0.8965
0.3437,1.1235
0.8795,1.0735
-4.3203,1.2603
-3.1128,1.3496
-0.5138,-0.0985
-4.2286,0.9943
-3.9733,0.5948
1.0376,0.4024
0.1598,1.1048
0.0998,0.5089
0.8014,1.2702
0.4588,1.1926
1.0629,0.404
-1.9383,-0.3383
1.2457,0.5202
1.7455,0.2715
0.846,0.9769
1.1997,1.6083
0.1822,0.5249
0.5588,0.6196
0.4862,1.7559
-2.8164,-0.6665
-1.2547,-0.2928
-0.5062,-0.1058
1.6436,0.3169
-3.8491,1.3976
0.5558,0.1976
-4.5534,0.3649
1.7701,1.3588
-3.8875,0.3331
-0.0704,0.1194
-3.9929,2.5388
0.4588,0.1649
1.1468,0.532
-1.4285,-0.3049
-3.7798,-0.825
1.4204,1.418
1.1587,0.3761
1.4881,1.284
1.1588,0.0029
0.609,1.3029
-3.3903,0.3854
0.7735,1.5128
1.5856,0.0658
2.3132,0.8681
-4.1214,0.643
1.4716,0.4833
2.7575,1.1337
-3.1983,1.2425
-3.4559,0.7963
0.8862,0.0596
0.398,1.1048
0.8593,0.482
2.8835,0.6337
-3.9211,1.4601
-3.8917,1.7291
-2.5021,-0.4902
-3.8409,2.13
0.7425,-0.3573
-4.3428,0.8045
1.4858,1.648
-4.6275,-0.3739
1.8054,1.1187
1.3425,1.9257
0.0083,1.6396
-3.999,0.4633
-2.2805,-0.5978
-0.7847,-0.053
-2.4442,-0.4987
-4.6022,1.2298
2.5012,0.5521
-1.6075,-0.3412
1.0845,1.2841
-2.0126,-0.5509
-4.4187,-0.064
-3.7998,1.685
-3.5106,0.7909
-0.3969,-0.0625
-1.3509,-0.2832
1.1884,1.2237
-5.1245,0.0389
0.9997,1.2245
2.6677,0.6265
1.8519,0.4209
1.3054,0.3035
1.6035,0.4478
0.9258,1.303
-3.294,1.3693
-0.9952,-0.1062
-4.3658,1.7301
-3.6736,2.2004
-4.6798,1.9984
-3.9712,1.4154
-0.5949,-0.037
-4.646,-0.0159
0.9336,0.7405
0.9983,0.1536
-3.289,1.4907
-2.6652,-0.4638
0.6695,1.4752
1.411,0.3023
-0.1029,1.3918
0.6825,0.3846
-3.8321,1.1113
-0.0799,0.3372
-2.4928,1.3278
0.6418,0.8662
-0.3284,-0.1179
0.6274,2.0407
-4.025,1.2352
